Zeit,CH1 Temperature(℃),CH1 Taupunkt(℃),CH1 Wärmeindex(℃),CH1 Luftfeuchtigkeit(%),CH2 Temperature(℃),CH2 Taupunkt(℃),CH2 Wärmeindex(℃),CH2 Luftfeuchtigkeit(%),CH3 Temperature(℃),CH3 Taupunkt(℃),CH3 Wärmeindex(℃),CH3 Luftfeuchtigkeit(%),CH4 Temperature(℃),CH4 Taupunkt(℃),CH4 Wärmeindex(℃),CH4 Luftfeuchtigkeit(%),CH5 Temperature(℃),CH5 Taupunkt(℃),CH5 Wärmeindex(℃),CH5 Luftfeuchtigkeit(%),CH6 Temperature(℃),CH6 Taupunkt(℃),CH6 Wärmeindex(℃),CH6 Luftfeuchtigkeit(%),CH7 Temperature(℃),CH7 Taupunkt(℃),CH7 Wärmeindex(℃),CH7 Luftfeuchtigkeit(%),CH8 Temperature(℃),CH8 Taupunkt(℃),CH8 Wärmeindex(℃),CH8 Luftfeuchtigkeit(%),WN35CH1hum(%),WN35CH2hum(%),WN35CH3hum(%),WN35CH4hum(%),WN35CH5hum(%),WN35CH6hum(%),WN35CH7hum(%),WN35CH8hum(%),Blitzanzahl,Blitzentfernung,WH45 Temperatur(℃),WH45 Luftfeuchtigkeit(%),WH45 CO2(ppm),WH45 Pm2.5(ug/m3),WH45 Pm10(ug/m3),BodenfeuchteKA1(%),BodenfeuchteKA2(%),BodenfeuchteKA3(%),BodenfeuchteKA4(%),BodenfeuchteKA5(%),BodenfeuchteKA6(%),BodenfeuchteKA7(%),BodenfeuchteKA8(%),LeckenAuf KA1,LeckenAuf KA2,LeckenAuf KA3,LeckenAuf KA4,Pm2.5KA1(ug/m3),Pm2.5KA2(ug/m3),Pm2.5KA3(ug/m3),Pm2.5KA4(ug/m3),WN34KA1(℃),WN34KA2(℃),WN34KA3(℃),WN34KA4(℃),WN34KA5(℃),WN34KA6(℃),WN34KA7(℃),WN34KA8(℃)
2023/2/1 0:00,11.3,5.8,11.3,69,17.7,9.3,17.7,58,5.8,2.3,5.8,78,--,--,--,--,19.3,13.2,19.3,68,11.3,1.8,11.3,52,--,--,--,--,18.4,11.5,18.4,64,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,35,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023/2/1 0:01,11.3,5.8,11.3,69,17.7,9.3,17.7,58,5.9,2.4,5.9,78,--,--,--,--,19.3,13.2,19.3,68,11.3,1.8,11.3,52,--,--,--,--,18.4,11.5,18.4,64,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,35,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023/2/1 0:04,11.3,5.8,11.3,69,17.7,9.3,17.7,58,5.9,2.4,5.9,78,--,--,--,--,19.3,13.0,19.3,67,11.3,1.8,11.3,52,--,--,--,--,18.4,11.7,18.4,65,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,35,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023/2/1 0:07,11.3,5.8,11.3,69,17.7,9.3,17.7,58,6.0,2.3,6.0,77,--,--,--,--,19.3,13.0,19.3,67,11.3,1.8,11.3,52,--,--,--,--,18.4,11.5,18.4,64,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,35,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023/2/1 0:10,11.3,5.8,11.3,69,17.7,9.3,17.7,58,6.0,2.3,6.0,77,--,--,--,--,19.2,12.9,19.2,67,11.3,1.8,11.3,52,--,--,--,--,18.4,11.7,18.4,65,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,35,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023/2/1 0:13,11.3,5.8,11.3,69,17.7,9.3,17.7,58,5.9,2.2,5.9,77,--,--,--,--,19.2,12.9,19.2,67,11.3,1.8,11.3,52,--,--,--,--,18.4,11.7,18.4,65,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,35,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023/2/1 0:16,11.3,5.8,11.3,69,17.7,9.3,17.7,58,5.9,2.2,5.9,77,--,--,--,--,19.1,12.8,19.1,67,11.3,1.8,11.3,52,--,--,--,--,18.4,11.7,18.4,65,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,35,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023/2/1 0:19,11.3,5.8,11.3,69,17.6,9.2,17.6,58,5.8,2.1,5.8,77,--,--,--,--,19.1,13.1,19.1,68,11.3,1.8,11.3,52,--,--,--,--,18.4,11.7,18.4,65,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,35,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023/2/1 0:22,11.3,5.8,11.3,69,17.6,9.2,17.6,58,5.7,2.0,5.7,77,--,--,--,--,19.1,13.1,19.1,68,11.3,1.8,11.3,52,--,--,--,--,18.4,11.7,18.4,65,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,35,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023/2/1 0:25,11.3,5.8,11.3,69,17.6,9.2,17.6,58,5.7,2.0,5.7,77,--,--,--,--,19.0,13.0,19.0,68,11.2,1.7,11.2,52,--,--,--,--,18.3,11.6,18.3,65,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,35,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
