Zeit,CH1 Temperature(℃),CH1 Taupunkt(℃),CH1 Wärmeindex(℃),CH1 Luftfeuchtigkeit(%),CH2 Temperature(℃),CH2 Taupunkt(℃),CH2 Wärmeindex(℃),CH2 Luftfeuchtigkeit(%),CH3 Temperature(℃),CH3 Taupunkt(℃),CH3 Wärmeindex(℃),CH3 Luftfeuchtigkeit(%),CH4 Temperature(℃),CH4 Taupunkt(℃),CH4 Wärmeindex(℃),CH4 Luftfeuchtigkeit(%),CH5 Temperature(℃),CH5 Taupunkt(℃),CH5 Wärmeindex(℃),CH5 Luftfeuchtigkeit(%),CH6 Temperature(℃),CH6 Taupunkt(℃),CH6 Wärmeindex(℃),CH6 Luftfeuchtigkeit(%),CH7 Temperature(℃),CH7 Taupunkt(℃),CH7 Wärmeindex(℃),CH7 Luftfeuchtigkeit(%),CH8 Temperature(℃),CH8 Taupunkt(℃),CH8 Wärmeindex(℃),CH8 Luftfeuchtigkeit(%),WN35CH1hum(%),WN35CH2hum(%),WN35CH3hum(%),WN35CH4hum(%),WN35CH5hum(%),WN35CH6hum(%),WN35CH7hum(%),WN35CH8hum(%),Blitzanzahl,Blitzentfernung,WH45 Temperatur(℃),WH45 Luftfeuchtigkeit(%),WH45 CO2(ppm),WH45 Pm2.5(ug/m3),WH45 Pm10(ug/m3),BodenfeuchteKA1(%),BodenfeuchteKA2(%),BodenfeuchteKA3(%),BodenfeuchteKA4(%),BodenfeuchteKA5(%),BodenfeuchteKA6(%),BodenfeuchteKA7(%),BodenfeuchteKA8(%),LeckenAuf KA1,LeckenAuf KA2,LeckenAuf KA3,LeckenAuf KA4,Pm2.5KA1(ug/m3),Pm2.5KA2(ug/m3),Pm2.5KA3(ug/m3),Pm2.5KA4(ug/m3),WN34KA1(℃),WN34KA2(℃),WN34KA3(℃),WN34KA4(℃),WN34KA5(℃),WN34KA6(℃),WN34KA7(℃),WN34KA8(℃)
2023/7/1 0:00,20.7,15.1,20.7,70,24.2,16.5,24.2,62,23.7,15.8,23.7,61,--,--,--,--,23.3,16.4,23.3,65,20.1,15.7,20.1,76,20.4,17.0,20.4,81,23.1,16.4,23.1,66,--,--,--,--,--,--,--,--,0,24,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023/7/1 0:02,20.7,15.1,20.7,70,24.2,16.5,24.2,62,23.7,15.8,23.7,61,--,--,--,--,23.3,16.4,23.3,65,20.0,15.6,20.0,76,20.5,17.1,20.5,81,23.1,16.4,23.1,66,--,--,--,--,--,--,--,--,0,24,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023/7/1 0:05,20.8,15.2,20.8,70,24.2,16.5,24.2,62,23.7,15.8,23.7,61,--,--,--,--,23.3,16.4,23.3,65,20.0,15.6,20.0,76,20.4,17.2,20.4,82,23.1,16.4,23.1,66,--,--,--,--,--,--,--,--,0,24,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023/7/1 0:08,20.7,15.1,20.7,70,24.2,16.5,24.2,62,23.7,15.8,23.7,61,--,--,--,--,23.3,16.4,23.3,65,20.0,15.6,20.0,76,20.4,17.2,20.4,82,23.1,16.4,23.1,66,--,--,--,--,--,--,--,--,0,24,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023/7/1 0:11,20.7,15.1,20.7,70,24.2,16.5,24.2,62,23.7,15.8,23.7,61,--,--,--,--,23.3,16.4,23.3,65,20.0,15.6,20.0,76,20.4,17.4,20.4,83,23.1,16.4,23.1,66,--,--,--,--,--,--,--,--,0,24,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023/7/1 0:14,20.7,15.1,20.7,70,24.1,16.4,24.1,62,23.7,15.8,23.7,61,--,--,--,--,23.3,16.4,23.3,65,20.1,15.7,20.1,76,20.3,17.3,20.3,83,23.1,16.4,23.1,66,--,--,--,--,--,--,--,--,0,24,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023/7/1 0:17,20.8,15.2,20.8,70,24.1,16.4,24.1,62,23.7,15.8,23.7,61,--,--,--,--,23.3,16.4,23.3,65,20.1,15.7,20.1,76,20.3,17.3,20.3,83,23.1,16.4,23.1,66,--,--,--,--,--,--,--,--,0,24,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023/7/1 0:20,20.7,15.1,20.7,70,24.1,16.4,24.1,62,23.7,15.8,23.7,61,--,--,--,--,23.2,16.3,23.2,65,20.1,15.7,20.1,76,20.2,17.2,20.2,83,23.1,16.4,23.1,66,--,--,--,--,--,--,--,--,0,24,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023/7/1 0:23,20.7,15.1,20.7,70,24.0,16.3,24.0,62,23.6,15.7,23.6,61,--,--,--,--,23.2,16.3,23.2,65,20.1,15.7,20.1,76,20.1,16.9,20.1,82,23.1,16.4,23.1,66,--,--,--,--,--,--,--,--,0,24,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023/7/1 0:26,20.7,15.1,20.7,70,24.0,16.3,24.0,62,23.6,15.7,23.6,61,--,--,--,--,23.2,16.3,23.2,65,20.1,15.7,20.1,76,20.0,16.8,20.0,82,23.1,16.4,23.1,66,--,--,--,--,--,--,--,--,0,24,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023/7/1 0:29,20.7,15.1,20.7,70,24.0,16.3,24.0,62,23.6,15.7,23.6,61,--,--,--,--,23.2,16.3,23.2,65,20.1,15.7,20.1,76,19.9,16.7,19.9,82,23.1,16.4,23.1,66,--,--,--,--,--,--,--,--,0,24,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023/7/1 0:32,20.7,15.1,20.7,70,24.0,16.3,24.0,62,23.6,15.7,23.6,61,--,--,--,--,23.2,16.3,23.2,65,20.1,15.7,20.1,76,19.8,16.6,19.8,82,23.1,16.4,23.1,66,--,--,--,--,--,--,--,--,0,24,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023/7/1 0:35,20.8,15.2,20.8,70,24.0,16.3,24.0,62,23.6,15.7,23.6,61,--,--,--,--,23.2,16.3,23.2,65,20.1,15.7,20.1,76,19.8,16.6,19.8,82,23.1,16.4,23.1,66,--,--,--,--,--,--,--,--,0,24,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023/7/1 0:38,20.7,15.1,20.7,70,24.0,16.3,24.0,62,23.6,15.7,23.6,61,--,--,--,--,23.2,16.3,23.2,65,20.1,15.7,20.1,76,19.7,16.7,19.7,83,23.0,16.3,23.0,66,--,--,--,--,--,--,--,--,0,24,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023/7/1 0:41,20.7,15.3,20.7,71,24.0,16.3,24.0,62,23.6,15.7,23.6,61,--,--,--,--,23.2,16.3,23.2,65,20.1,15.7,20.1,76,19.7,16.7,19.7,83,23.0,16.3,23.0,66,--,--,--,--,--,--,--,--,0,24,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023/7/1 0:44,20.7,15.3,20.7,71,24.1,16.4,24.1,62,23.6,15.7,23.6,61,--,--,--,--,23.2,16.3,23.2,65,20.1,15.7,20.1,76,19.7,16.7,19.7,83,23.0,16.3,23.0,66,--,--,--,--,--,--,--,--,0,24,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023/7/1 0:47,20.7,15.3,20.7,71,24.1,16.4,24.1,62,23.6,15.9,23.6,62,--,--,--,--,23.2,16.3,23.2,65,20.1,15.7,20.1,76,19.6,16.7,19.6,83,23.1,16.4,23.1,66,--,--,--,--,--,--,--,--,0,24,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
